,confirmed,department,nation,operator,operators_departments,year
2389,unconfirmed,Business,france,Mr. Timothy Hall,italan,2019
2390,unconfirmed,Business,france,Kenneth Lee,italan,2019
2391,unconfirmed,Client,france,Mr. Timothy Hall,italan,2019
2392,unconfirmed,Client,germany,Tammie Friedman,french,2019
2393,unconfirmed,Business,spain,Karen Harrington,german,2019
2394,unconfirmed,Client,germany,James Rivera,spanish,2019
2395,unconfirmed,Client,germany,James Rivera,spanish,2019
2396,unconfirmed,Client,spain,Jerry Rivera,spanish,2019
2397,confirmed,Client,germany,Mr. Timothy Hall,italan,2019
2398,confirmed,Client,italy,Stephen Silva,german,2019
2399,unconfirmed,Business,france,Karen Harrington,german,2019
2400,unconfirmed,Client,spain,Karen Harrington,german,2019
2401,unconfirmed,Client,spain,Wesley Blanchard,german,2019
2402,confirmed,Client,italy,Mr. Timothy Hall,italan,2019
2403,unconfirmed,Business,germany,Kenneth Lee,italan,2019
2404,unconfirmed,Business,france,Tiffany Jones,spanish,2019
2405,unconfirmed,Client,germany,Dennis David,french,2019
2406,unconfirmed,Client,france,Karen Harrington,german,2019
2407,unconfirmed,Client,france,James Rivera,spanish,2019
2408,unconfirmed,Business,germany,Jerry Rivera,spanish,2019
2409,unconfirmed,Client,italy,Mr. Timothy Hall,italan,2019
2410,unconfirmed,Business,spain,Jerry Rivera,spanish,2019
2411,confirmed,Client,italy,James Rivera,spanish,2019
2412,unconfirmed,Business,france,James Rivera,spanish,2019
2413,unconfirmed,Business,spain,Wesley Blanchard,german,2019
2414,unconfirmed,Business,italy,Mr. Timothy Hall,italan,2019
2415,unconfirmed,Client,france,Dennis David,french,2019
2416,unconfirmed,Client,italy,Denise Andrews,german,2019
2417,confirmed,Business,germany,Tristan Diaz,spanish,2019
2418,unconfirmed,Business,italy,Stephen Silva,german,2019
2419,unconfirmed,Business,france,Jerry Rivera,spanish,2019
2420,unconfirmed,Client,france,Tiffany Jones,spanish,2019
2421,unconfirmed,Business,france,Stephen Silva,german,2019
2422,unconfirmed,Client,france,Jerry Rivera,spanish,2019
2423,unconfirmed,Business,italy,Tammie Friedman,french,2019
2424,unconfirmed,Business,germany,Denise Andrews,german,2019
2425,unconfirmed,Business,france,Kristen Berry,spanish,2019
2426,confirmed,Client,spain,Mr. Timothy Hall,italan,2019
2427,unconfirmed,Business,italy,Mr. Timothy Hall,italan,2019
2428,confirmed,Client,germany,Stephen Silva,german,2019
2429,unconfirmed,Client,germany,Mr. Timothy Hall,italan,2019
2430,unconfirmed,Business,france,Mr. Timothy Hall,italan,2019
2431,unconfirmed,Business,spain,Mr. Timothy Hall,italan,2019
2432,unconfirmed,Business,france,James Rivera,spanish,2019
2433,unconfirmed,Client,germany,Wesley Blanchard,german,2019
2434,unconfirmed,Client,spain,James Rivera,spanish,2019
2435,unconfirmed,Business,france,Tammie Friedman,french,2019
2436,unconfirmed,Client,france,Zachary Henry,german,2019
2437,unconfirmed,Client,germany,Tammie Friedman,french,2019
2438,unconfirmed,Client,italy,Denise Andrews,german,2019
2439,confirmed,Business,spain,James Rivera,spanish,2019
2440,unconfirmed,Business,italy,Zachary Henry,german,2019
2441,confirmed,Business,spain,Wesley Blanchard,german,2019
2442,unconfirmed,Business,spain,Zachary Henry,german,2019
2443,unconfirmed,Business,spain,Tristan Diaz,spanish,2019
2444,unconfirmed,Client,italy,Kristen Berry,spanish,2019
2445,unconfirmed,Client,germany,Zachary Henry,german,2019
2446,unconfirmed,Client,spain,Tammie Friedman,french,2019
2447,unconfirmed,Business,germany,Karen Harrington,german,2019
2448,unconfirmed,Client,germany,Stephen Silva,german,2019
2449,unconfirmed,Business,france,James Rivera,spanish,2019
2450,unconfirmed,Business,italy,Mr. Timothy Hall,italan,2019
2451,unconfirmed,Business,germany,Stephen Silva,german,2019
2452,unconfirmed,Business,italy,Tammie Friedman,french,2019
2453,unconfirmed,Business,germany,Stephen Silva,german,2019
2454,unconfirmed,Client,spain,Stephen Silva,german,2019
2455,unconfirmed,Client,germany,Karen Harrington,german,2019
2456,unconfirmed,Business,spain,Mr. Timothy Hall,italan,2019
2457,unconfirmed,Business,italy,Denise Andrews,german,2019
2458,confirmed,Business,germany,Stephen Silva,german,2019
2459,unconfirmed,Client,germany,Kristen Berry,spanish,2019
2460,unconfirmed,Client,spain,Mr. Timothy Hall,italan,2019
2461,unconfirmed,Business,germany,Wesley Blanchard,german,2019
2462,unconfirmed,Client,germany,Zachary Henry,german,2019
2463,confirmed,Client,spain,Tiffany Jones,spanish,2019
2464,unconfirmed,Business,italy,Stephen Silva,german,2019
2465,unconfirmed,Client,spain,Tristan Diaz,spanish,2019
2466,unconfirmed,Client,italy,Kenneth Lee,italan,2019
2467,unconfirmed,Business,spain,Tristan Diaz,spanish,2019
2468,unconfirmed,Business,spain,Tammie Friedman,french,2019
2469,unconfirmed,Business,france,Denise Andrews,german,2019
2470,unconfirmed,Client,germany,Denise Andrews,german,2019
2471,unconfirmed,Client,france,Jerry Rivera,spanish,2019
2472,unconfirmed,Business,germany,Denise Andrews,german,2019
2473,unconfirmed,Business,france,James Rivera,spanish,2019
2474,unconfirmed,Client,germany,Mr. Timothy Hall,italan,2019
2475,unconfirmed,Client,spain,James Rivera,spanish,2019
2476,unconfirmed,Business,spain,Tiffany Jones,spanish,2019
2477,unconfirmed,Business,germany,Karen Harrington,german,2019
2478,unconfirmed,Client,france,James Rivera,spanish,2019
2479,unconfirmed,Business,italy,Jerry Rivera,spanish,2019
2480,unconfirmed,Business,italy,Mr. Timothy Hall,italan,2019
2481,unconfirmed,Client,spain,Mr. Timothy Hall,italan,2019
2482,unconfirmed,Client,france,Kristen Berry,spanish,2019
2483,unconfirmed,Client,spain,Zachary Henry,german,2019
2484,unconfirmed,Business,italy,Stephen Silva,german,2019
2485,confirmed,Client,spain,Jerry Rivera,spanish,2019
2486,unconfirmed,Client,spain,Dennis David,french,2019
2487,confirmed,Client,germany,Kenneth Lee,italan,2019
2488,unconfirmed,Business,spain,Jerry Rivera,spanish,2019
2489,confirmed,Client,spain,Karen Harrington,german,2019
2490,unconfirmed,Business,germany,Kenneth Lee,italan,2019
2491,unconfirmed,Business,germany,Kristen Berry,spanish,2019
2492,unconfirmed,Client,germany,Dennis David,french,2019
2493,unconfirmed,Client,france,James Rivera,spanish,2019
2494,unconfirmed,Client,france,Mr. Timothy Hall,italan,2019
2495,unconfirmed,Business,spain,Mr. Timothy Hall,italan,2019
2496,unconfirmed,Business,spain,Kristen Berry,spanish,2019
2497,unconfirmed,Client,italy,Tammie Friedman,french,2019
2498,confirmed,Client,germany,James Rivera,spanish,2019
2499,unconfirmed,Client,italy,Mr. Timothy Hall,italan,2019
2500,unconfirmed,Business,france,Stephen Silva,german,2019
2501,confirmed,Client,spain,Mr. Timothy Hall,italan,2019
2502,unconfirmed,Business,italy,Kenneth Lee,italan,2019
2503,confirmed,Business,spain,Kristen Berry,spanish,2019
2504,unconfirmed,Business,germany,Stephen Silva,german,2019
2505,unconfirmed,Client,germany,Tiffany Jones,spanish,2019
2506,confirmed,Client,spain,James Rivera,spanish,2019
2507,confirmed,Client,germany,Tammie Friedman,french,2019
2508,unconfirmed,Business,france,Wesley Blanchard,german,2019
2509,unconfirmed,Business,spain,Karen Harrington,german,2019
2510,confirmed,Client,italy,Tiffany Jones,spanish,2019
2511,unconfirmed,Client,germany,Kenneth Lee,italan,2019
2512,unconfirmed,Business,italy,Stephen Silva,german,2019
2513,unconfirmed,Client,germany,Kristen Berry,spanish,2019
2514,unconfirmed,Client,germany,Kristen Berry,spanish,2019
2515,unconfirmed,Business,france,Stephen Silva,german,2019
2516,unconfirmed,Client,germany,Stephen Silva,german,2019
2517,unconfirmed,Client,italy,Dennis David,french,2019
2518,unconfirmed,Client,germany,Zachary Henry,german,2019
2519,unconfirmed,Business,germany,Zachary Henry,german,2019
2520,unconfirmed,Client,germany,Kenneth Lee,italan,2019
2521,unconfirmed,Client,spain,Wesley Blanchard,german,2019
2522,unconfirmed,Business,spain,Tristan Diaz,spanish,2019
2523,unconfirmed,Business,spain,Jerry Rivera,spanish,2019
2524,confirmed,Business,germany,Stephen Silva,german,2019
2525,unconfirmed,Client,spain,Tammie Friedman,french,2019
2526,unconfirmed,Client,italy,Tammie Friedman,french,2019
2527,unconfirmed,Client,germany,Zachary Henry,german,2019
2528,unconfirmed,Client,germany,Tiffany Jones,spanish,2019
2529,unconfirmed,Client,france,Tammie Friedman,french,2019
2530,unconfirmed,Client,italy,Kristen Berry,spanish,2019
2531,unconfirmed,Client,italy,Stephen Silva,german,2019
2532,confirmed,Client,france,Tammie Friedman,french,2019
2533,unconfirmed,Client,germany,Stephen Silva,german,2019
2534,confirmed,Client,germany,Tammie Friedman,french,2019
2535,confirmed,Client,germany,Jerry Rivera,spanish,2019
2536,unconfirmed,Client,italy,Zachary Henry,german,2019
2537,unconfirmed,Client,france,Tristan Diaz,spanish,2019
2538,unconfirmed,Business,france,Stephen Silva,german,2019
2539,unconfirmed,Client,spain,Dennis David,french,2019
2540,unconfirmed,Client,france,Tristan Diaz,spanish,2019
2541,unconfirmed,Client,germany,Dennis David,french,2019
2542,unconfirmed,Client,spain,Tammie Friedman,french,2019
2543,unconfirmed,Client,spain,Tiffany Jones,spanish,2019
2544,unconfirmed,Client,germany,Mr. Timothy Hall,italan,2019
2545,unconfirmed,Client,spain,Denise Andrews,german,2019
2546,unconfirmed,Client,spain,Tammie Friedman,french,2019
2547,unconfirmed,Business,spain,Mr. Timothy Hall,italan,2019
2548,unconfirmed,Business,france,Kristen Berry,spanish,2019
2549,unconfirmed,Client,france,Mr. Timothy Hall,italan,2019
2550,confirmed,Client,italy,Denise Andrews,german,2019
2551,unconfirmed,Business,germany,Dennis David,french,2019
2552,unconfirmed,Client,spain,Wesley Blanchard,german,2019
2553,confirmed,Client,germany,Denise Andrews,german,2019
2554,unconfirmed,Client,italy,Dennis David,french,2019
2555,confirmed,Business,spain,Mr. Timothy Hall,italan,2019
2556,unconfirmed,Client,italy,Mr. Timothy Hall,italan,2019
2557,unconfirmed,Client,italy,Wesley Blanchard,german,2019
2558,unconfirmed,Client,italy,Mr. Timothy Hall,italan,2019
2559,confirmed,Client,italy,Kristen Berry,spanish,2019
2560,unconfirmed,Business,spain,Karen Harrington,german,2019
2561,unconfirmed,Client,italy,Jerry Rivera,spanish,2019
2562,unconfirmed,Client,germany,Kenneth Lee,italan,2019
2563,unconfirmed,Business,spain,Kenneth Lee,italan,2019
2564,unconfirmed,Business,italy,Tristan Diaz,spanish,2019
2565,unconfirmed,Client,italy,Zachary Henry,german,2019
2566,unconfirmed,Client,germany,James Rivera,spanish,2019
2567,unconfirmed,Client,spain,Karen Harrington,german,2019
2568,confirmed,Business,germany,Jerry Rivera,spanish,2019
2569,unconfirmed,Business,spain,Jerry Rivera,spanish,2019
2570,unconfirmed,Client,italy,Jerry Rivera,spanish,2019
2571,unconfirmed,Business,germany,Zachary Henry,german,2019
2572,unconfirmed,Client,germany,Tammie Friedman,french,2019
2573,unconfirmed,Client,italy,Tristan Diaz,spanish,2019
2574,confirmed,Client,spain,James Rivera,spanish,2019
2575,confirmed,Business,spain,Mr. Timothy Hall,italan,2019
2576,unconfirmed,Client,italy,Kristen Berry,spanish,2019
2577,confirmed,Client,italy,Tammie Friedman,french,2019
2578,unconfirmed,Business,spain,Tammie Friedman,french,2019
2579,unconfirmed,Business,germany,Jerry Rivera,spanish,2019
2580,unconfirmed,Client,spain,Dennis David,french,2019
2581,unconfirmed,Client,italy,Zachary Henry,german,2019
2582,unconfirmed,Client,spain,Tammie Friedman,french,2019
2583,unconfirmed,Client,france,Kenneth Lee,italan,2019
2584,confirmed,Client,germany,Mr. Timothy Hall,italan,2019
2585,confirmed,Client,italy,Jerry Rivera,spanish,2019
2586,unconfirmed,Business,italy,Karen Harrington,german,2019
2587,confirmed,Client,spain,James Rivera,spanish,2019
2588,unconfirmed,Business,germany,Kristen Berry,spanish,2019
2589,unconfirmed,Business,spain,Zachary Henry,german,2019
2590,unconfirmed,Client,germany,Denise Andrews,german,2019
2591,unconfirmed,Client,italy,Kenneth Lee,italan,2019
2592,unconfirmed,Client,italy,Tiffany Jones,spanish,2019
2593,confirmed,Business,germany,Kenneth Lee,italan,2019
2594,unconfirmed,Client,spain,Mr. Timothy Hall,italan,2019
2595,unconfirmed,Business,germany,James Rivera,spanish,2019
2596,unconfirmed,Business,spain,Kristen Berry,spanish,2019
2597,confirmed,Client,italy,Kenneth Lee,italan,2019
2598,unconfirmed,Business,france,Tammie Friedman,french,2019
2599,unconfirmed,Client,italy,Jerry Rivera,spanish,2019
2600,unconfirmed,Business,germany,Wesley Blanchard,german,2019
2601,unconfirmed,Client,spain,Stephen Silva,german,2019
2602,unconfirmed,Business,france,Wesley Blanchard,german,2019
2603,unconfirmed,Business,spain,Kenneth Lee,italan,2019
2604,unconfirmed,Client,germany,Stephen Silva,german,2019
2605,unconfirmed,Business,germany,Zachary Henry,german,2019
2606,unconfirmed,Business,italy,Tiffany Jones,spanish,2019
2607,unconfirmed,Business,italy,Zachary Henry,german,2019
2608,unconfirmed,Client,spain,Mr. Timothy Hall,italan,2019
2609,unconfirmed,Client,spain,Karen Harrington,german,2019
2610,unconfirmed,Client,spain,Jerry Rivera,spanish,2019
2611,unconfirmed,Client,spain,Denise Andrews,german,2019
2612,unconfirmed,Business,france,Jerry Rivera,spanish,2019
2613,unconfirmed,Business,germany,Zachary Henry,german,2019
2614,unconfirmed,Client,spain,Tristan Diaz,spanish,2019
2615,unconfirmed,Client,spain,Tristan Diaz,spanish,2019
2616,unconfirmed,Business,germany,Tammie Friedman,french,2019
2617,unconfirmed,Client,italy,Tristan Diaz,spanish,2019
2618,unconfirmed,Client,germany,Tammie Friedman,french,2019
2619,unconfirmed,Client,spain,Karen Harrington,german,2019
2620,unconfirmed,Client,germany,Mr. Timothy Hall,italan,2019
2621,unconfirmed,Business,italy,Kenneth Lee,italan,2019
2622,unconfirmed,Business,spain,Tristan Diaz,spanish,2019
2623,unconfirmed,Client,italy,Kristen Berry,spanish,2019
2624,unconfirmed,Client,spain,Kristen Berry,spanish,2019
2625,unconfirmed,Client,germany,Tiffany Jones,spanish,2019
2626,unconfirmed,Client,france,Dennis David,french,2019
2627,unconfirmed,Client,spain,Tammie Friedman,french,2019
2628,unconfirmed,Client,germany,Stephen Silva,german,2019
2629,unconfirmed,Business,italy,Denise Andrews,german,2019
2630,unconfirmed,Business,france,Tiffany Jones,spanish,2019
2631,unconfirmed,Client,germany,Zachary Henry,german,2019
2632,unconfirmed,Business,germany,Tammie Friedman,french,2019
2633,unconfirmed,Client,france,James Rivera,spanish,2019
2634,unconfirmed,Client,spain,Zachary Henry,german,2019
2635,unconfirmed,Business,france,Jerry Rivera,spanish,2019
2636,unconfirmed,Business,spain,Zachary Henry,german,2019
2637,unconfirmed,Business,italy,Tammie Friedman,french,2019
2638,unconfirmed,Client,spain,Dennis David,french,2019
2639,unconfirmed,Client,france,Denise Andrews,german,2019
2640,unconfirmed,Business,spain,Zachary Henry,german,2019
2641,unconfirmed,Client,france,Tristan Diaz,spanish,2019
2642,unconfirmed,Business,germany,Tammie Friedman,french,2019
2643,confirmed,Client,italy,Stephen Silva,german,2019
2644,unconfirmed,Business,germany,Tiffany Jones,spanish,2019
2645,confirmed,Client,germany,Tammie Friedman,french,2019
2646,unconfirmed,Client,spain,Kristen Berry,spanish,2019
2647,unconfirmed,Client,italy,Zachary Henry,german,2019
2648,confirmed,Client,spain,Kenneth Lee,italan,2019
2649,unconfirmed,Business,spain,Denise Andrews,german,2019
2650,unconfirmed,Client,spain,Stephen Silva,german,2019
2651,unconfirmed,Business,spain,Karen Harrington,german,2019
2652,unconfirmed,Business,france,Denise Andrews,german,2019
2653,unconfirmed,Client,italy,Karen Harrington,german,2019
2654,unconfirmed,Client,france,Denise Andrews,german,2019
2655,unconfirmed,Business,france,Zachary Henry,german,2019
2656,unconfirmed,Client,spain,Mr. Timothy Hall,italan,2019
2657,unconfirmed,Client,spain,Mr. Timothy Hall,italan,2019
2658,unconfirmed,Business,spain,Kristen Berry,spanish,2019
2659,unconfirmed,Client,spain,Tristan Diaz,spanish,2019
2660,confirmed,Business,germany,Karen Harrington,german,2019
2661,confirmed,Client,germany,Kenneth Lee,italan,2019
2662,unconfirmed,Business,germany,James Rivera,spanish,2019
2663,confirmed,Client,germany,James Rivera,spanish,2019
2664,unconfirmed,Business,france,Zachary Henry,german,2019
2665,confirmed,Client,germany,Kenneth Lee,italan,2019
2666,unconfirmed,Client,france,Kenneth Lee,italan,2019
2667,confirmed,Client,italy,Mr. Timothy Hall,italan,2019
2668,confirmed,Client,germany,Stephen Silva,german,2019
2669,unconfirmed,Business,france,James Rivera,spanish,2019
2670,unconfirmed,Client,france,Stephen Silva,german,2019
2671,unconfirmed,Business,spain,Denise Andrews,german,2019
2672,unconfirmed,Client,italy,Jerry Rivera,spanish,2019
2673,confirmed,Client,italy,Tammie Friedman,french,2019
2674,unconfirmed,Business,spain,Karen Harrington,german,2019
2675,confirmed,Client,germany,Tristan Diaz,spanish,2019
2676,confirmed,Client,germany,Wesley Blanchard,german,2019
2677,unconfirmed,Client,france,Kristen Berry,spanish,2019
2678,unconfirmed,Client,italy,Tammie Friedman,french,2019
2679,unconfirmed,Business,france,James Rivera,spanish,2019
2680,unconfirmed,Business,france,Stephen Silva,german,2019
2681,unconfirmed,Business,italy,Kristen Berry,spanish,2019
2682,unconfirmed,Client,germany,Tristan Diaz,spanish,2019
2683,unconfirmed,Business,italy,Denise Andrews,german,2019
2684,unconfirmed,Client,france,Tammie Friedman,french,2019
2685,unconfirmed,Client,spain,Jerry Rivera,spanish,2019
2686,confirmed,Client,spain,Kristen Berry,spanish,2019
2687,confirmed,Business,germany,Mr. Timothy Hall,italan,2019
2688,unconfirmed,Client,italy,Stephen Silva,german,2019
2689,unconfirmed,Client,germany,Stephen Silva,german,2019
2690,unconfirmed,Client,germany,Denise Andrews,german,2019
2691,unconfirmed,Client,germany,Wesley Blanchard,german,2019
2692,unconfirmed,Client,germany,Tiffany Jones,spanish,2019
2693,unconfirmed,Client,france,Tristan Diaz,spanish,2019
2694,confirmed,Client,germany,Tiffany Jones,spanish,2019
2695,unconfirmed,Business,france,Mr. Timothy Hall,italan,2019
2696,unconfirmed,Client,spain,Denise Andrews,german,2019
2697,unconfirmed,Client,germany,Kristen Berry,spanish,2019
2698,unconfirmed,Client,italy,Dennis David,french,2019
2699,unconfirmed,Business,spain,Denise Andrews,german,2019
2700,unconfirmed,Client,spain,Mr. Timothy Hall,italan,2019
2701,unconfirmed,Client,france,Zachary Henry,german,2019
2702,unconfirmed,Client,spain,Stephen Silva,german,2019
2703,unconfirmed,Client,spain,James Rivera,spanish,2019
2704,unconfirmed,Business,spain,Wesley Blanchard,german,2019
2705,unconfirmed,Client,germany,Kristen Berry,spanish,2019
2706,unconfirmed,Client,italy,Dennis David,french,2019
2707,unconfirmed,Client,germany,Mr. Timothy Hall,italan,2019
2708,unconfirmed,Client,spain,Jerry Rivera,spanish,2019
2709,unconfirmed,Business,germany,Zachary Henry,german,2019
2710,unconfirmed,Business,spain,Tiffany Jones,spanish,2019
2711,unconfirmed,Client,spain,Tristan Diaz,spanish,2019
2712,unconfirmed,Business,germany,Mr. Timothy Hall,italan,2019
2713,unconfirmed,Business,italy,Tiffany Jones,spanish,2019
2714,unconfirmed,Client,germany,James Rivera,spanish,2019
2715,unconfirmed,Client,italy,Dennis David,french,2019
2716,unconfirmed,Business,france,Tammie Friedman,french,2019
2717,unconfirmed,Client,italy,Jerry Rivera,spanish,2019
2718,unconfirmed,Business,france,Denise Andrews,german,2019
2719,unconfirmed,Client,france,Jerry Rivera,spanish,2019
2720,unconfirmed,Client,italy,Dennis David,french,2019
2721,unconfirmed,Business,italy,Dennis David,french,2019
2722,unconfirmed,Client,germany,Kenneth Lee,italan,2019
2723,unconfirmed,Client,italy,Wesley Blanchard,german,2019
2724,unconfirmed,Client,italy,Tammie Friedman,french,2019
2725,unconfirmed,Client,france,Zachary Henry,german,2019
2726,unconfirmed,Business,germany,Kristen Berry,spanish,2019
2727,unconfirmed,Client,germany,Mr. Timothy Hall,italan,2019
2728,unconfirmed,Business,france,James Rivera,spanish,2019
2729,unconfirmed,Business,germany,Denise Andrews,german,2019
2730,confirmed,Client,spain,Tammie Friedman,french,2019
2731,confirmed,Client,germany,Kenneth Lee,italan,2019
2732,unconfirmed,Client,spain,Stephen Silva,german,2019
2733,unconfirmed,Business,germany,Stephen Silva,german,2019
2734,confirmed,Client,italy,Karen Harrington,german,2019
2735,unconfirmed,Client,italy,Zachary Henry,german,2019
2736,unconfirmed,Client,italy,Zachary Henry,german,2019
2737,unconfirmed,Business,france,Zachary Henry,german,2019
2738,unconfirmed,Client,spain,Dennis David,french,2019
2739,confirmed,Client,italy,Tammie Friedman,french,2019
2740,unconfirmed,Business,germany,Tammie Friedman,french,2019
2741,unconfirmed,Business,italy,Tiffany Jones,spanish,2019
2742,unconfirmed,Business,france,Mr. Timothy Hall,italan,2019
2743,unconfirmed,Business,germany,Stephen Silva,german,2019
2744,unconfirmed,Client,italy,Denise Andrews,german,2019
2745,confirmed,Business,spain,Kristen Berry,spanish,2019
2746,unconfirmed,Business,germany,Jerry Rivera,spanish,2019
2747,confirmed,Client,germany,Mr. Timothy Hall,italan,2019
2748,confirmed,Client,spain,Wesley Blanchard,german,2019
2749,unconfirmed,Business,france,Stephen Silva,german,2019
2750,unconfirmed,Client,spain,Mr. Timothy Hall,italan,2019
2751,confirmed,Client,spain,Kenneth Lee,italan,2019
2752,confirmed,Client,germany,Stephen Silva,german,2019
2753,unconfirmed,Client,germany,Kenneth Lee,italan,2019
2754,unconfirmed,Client,spain,Dennis David,french,2019
2755,unconfirmed,Business,spain,Wesley Blanchard,german,2019
2756,unconfirmed,Business,germany,Zachary Henry,german,2019
2757,unconfirmed,Client,france,Dennis David,french,2019
2758,unconfirmed,Business,italy,Zachary Henry,german,2019
2759,unconfirmed,Client,spain,Tiffany Jones,spanish,2019
2760,confirmed,Business,germany,Mr. Timothy Hall,italan,2019
2761,confirmed,Client,spain,Jerry Rivera,spanish,2019
2762,unconfirmed,Client,spain,Zachary Henry,german,2019
2763,confirmed,Client,germany,Dennis David,french,2019
2764,unconfirmed,Client,spain,Kenneth Lee,italan,2019
2765,unconfirmed,Client,france,Tammie Friedman,french,2019
2766,unconfirmed,Business,italy,Zachary Henry,german,2019
2767,unconfirmed,Business,france,Tristan Diaz,spanish,2019
2768,unconfirmed,Client,spain,Zachary Henry,german,2019
2769,unconfirmed,Client,france,Tiffany Jones,spanish,2019
2770,unconfirmed,Business,spain,Mr. Timothy Hall,italan,2019
2771,unconfirmed,Business,italy,Zachary Henry,german,2019
2772,unconfirmed,Business,spain,Mr. Timothy Hall,italan,2019
2773,unconfirmed,Business,spain,Tristan Diaz,spanish,2019
2774,unconfirmed,Business,spain,Tammie Friedman,french,2019
2775,unconfirmed,Client,spain,Tammie Friedman,french,2019
2776,unconfirmed,Client,germany,James Rivera,spanish,2019
2777,unconfirmed,Client,spain,Mr. Timothy Hall,italan,2019
2778,unconfirmed,Client,germany,James Rivera,spanish,2019
2779,unconfirmed,Client,france,Stephen Silva,german,2019
2780,confirmed,Client,germany,Jerry Rivera,spanish,2019
2781,unconfirmed,Client,spain,Jerry Rivera,spanish,2019
2782,unconfirmed,Client,spain,Kristen Berry,spanish,2019
2783,confirmed,Business,italy,Stephen Silva,german,2019
2784,confirmed,Client,france,Tammie Friedman,french,2019
2785,unconfirmed,Client,germany,James Rivera,spanish,2019
2786,unconfirmed,Client,germany,Kristen Berry,spanish,2019
2787,unconfirmed,Client,france,Tristan Diaz,spanish,2019
2788,unconfirmed,Client,italy,Denise Andrews,german,2019
2789,unconfirmed,Client,france,Zachary Henry,german,2019
2790,unconfirmed,Business,germany,Tristan Diaz,spanish,2019
2791,confirmed,Client,germany,Denise Andrews,german,2019
2792,unconfirmed,Business,spain,Stephen Silva,german,2019
2793,confirmed,Client,spain,Stephen Silva,german,2019
2794,unconfirmed,Client,france,Karen Harrington,german,2019
2795,unconfirmed,Client,spain,Wesley Blanchard,german,2019
2796,unconfirmed,Business,germany,Kristen Berry,spanish,2019
2797,confirmed,Client,germany,Mr. Timothy Hall,italan,2019
2798,unconfirmed,Business,italy,Dennis David,french,2019
2799,unconfirmed,Business,italy,James Rivera,spanish,2019
2800,unconfirmed,Client,spain,Tiffany Jones,spanish,2019
2801,unconfirmed,Client,france,Jerry Rivera,spanish,2019
2802,unconfirmed,Client,spain,Dennis David,french,2019
2803,confirmed,Client,germany,Mr. Timothy Hall,italan,2019
2804,confirmed,Client,spain,Stephen Silva,german,2019
2805,unconfirmed,Business,italy,Kenneth Lee,italan,2019
2806,unconfirmed,Client,germany,Jerry Rivera,spanish,2019
2807,unconfirmed,Client,germany,James Rivera,spanish,2019
2808,unconfirmed,Business,france,James Rivera,spanish,2019
2809,unconfirmed,Client,france,Tiffany Jones,spanish,2019
2810,unconfirmed,Client,germany,James Rivera,spanish,2019
2811,unconfirmed,Client,spain,Zachary Henry,german,2019
2812,unconfirmed,Client,spain,Kenneth Lee,italan,2019
2813,unconfirmed,Client,france,Kenneth Lee,italan,2019
2814,unconfirmed,Business,germany,Karen Harrington,german,2019
2815,unconfirmed,Client,france,Tristan Diaz,spanish,2019
2816,confirmed,Client,germany,Kristen Berry,spanish,2019
2817,unconfirmed,Client,germany,Zachary Henry,german,2019
2818,unconfirmed,Client,germany,Tiffany Jones,spanish,2019
2819,unconfirmed,Client,france,Tristan Diaz,spanish,2019
2820,confirmed,Business,germany,Stephen Silva,german,2019
2821,unconfirmed,Business,france,Tammie Friedman,french,2019
2822,unconfirmed,Client,italy,Denise Andrews,german,2019
2823,unconfirmed,Business,italy,Wesley Blanchard,german,2019
2824,unconfirmed,Client,germany,Kenneth Lee,italan,2019
2825,unconfirmed,Client,spain,James Rivera,spanish,2019
2826,unconfirmed,Client,italy,Kristen Berry,spanish,2019
2827,confirmed,Client,spain,Tristan Diaz,spanish,2019
2828,confirmed,Business,germany,Mr. Timothy Hall,italan,2019
2829,unconfirmed,Client,germany,Tiffany Jones,spanish,2019
2830,unconfirmed,Business,france,Tristan Diaz,spanish,2019
2831,unconfirmed,Client,germany,Jerry Rivera,spanish,2019
2832,unconfirmed,Business,germany,Jerry Rivera,spanish,2019
2833,unconfirmed,Client,spain,James Rivera,spanish,2019
2834,unconfirmed,Business,spain,Karen Harrington,german,2019
2835,unconfirmed,Client,germany,Dennis David,french,2019
2836,unconfirmed,Client,spain,James Rivera,spanish,2019
2837,unconfirmed,Client,france,Zachary Henry,german,2019
2838,unconfirmed,Client,germany,Stephen Silva,german,2019
2839,unconfirmed,Client,spain,Tiffany Jones,spanish,2019
2840,unconfirmed,Business,spain,Kenneth Lee,italan,2019
2841,unconfirmed,Business,italy,Tiffany Jones,spanish,2019
2842,unconfirmed,Business,spain,Tammie Friedman,french,2019
2843,confirmed,Client,france,James Rivera,spanish,2019
2844,unconfirmed,Business,italy,Stephen Silva,german,2019
2845,confirmed,Business,germany,Zachary Henry,german,2019
2846,unconfirmed,Business,france,Wesley Blanchard,german,2019
2847,unconfirmed,Client,france,Tiffany Jones,spanish,2019
2848,unconfirmed,Business,france,James Rivera,spanish,2019
2849,unconfirmed,Client,italy,Tristan Diaz,spanish,2019
2850,unconfirmed,Client,italy,James Rivera,spanish,2019
2851,unconfirmed,Client,france,Tiffany Jones,spanish,2019
2852,unconfirmed,Business,germany,Mr. Timothy Hall,italan,2019
2853,unconfirmed,Client,germany,James Rivera,spanish,2019
2854,unconfirmed,Client,germany,Stephen Silva,german,2019
